email	household_type	num_occupants	bedroom_count	footage	area_code	phone_number	phone_type	postal_code
ldallen@openlane.com	house	5	2	774	685	2931194	mobile	25241
ldarakjy@stanredtax.com	apartment	4	2	635				61474
ldarakjy@treequote.com	house	2	2	756	772	1933936	home	04984
ldegonia@goodsilron.com	house	2	2	653	586	2891727	mobile	79111
ldegonia@kinnamplus.com	house	2	4	1117	491	9556216	other	32209
ldegroot@hatfan.com	apartment	2	3	1203				21032
ldegroot@zotware.com	townhome	3	2	706	515	6310451	mobile	55905
ldemesa@scottech.com	apartment	3	1	514				95546
ldemesa@zencorporation.com	mobile home	2	2	450	952	9244605	mobile	53919
ldenooyer@rantouch.com	apartment	3	2	488				54139
ldevreese@dontechi.com	townhome	2	3	1020	223	8039198	mobile	57620
ldevreese@plussunin.com	townhome	4	2	635				75875
ldhamer@zencorporation.com	apartment	5	4	1665	048	7740086	mobile	24379
ldickerson@lexiqvolax.com	apartment	1	2	635				35254
ldiestel@plussunin.com	townhome	1	1	321	273	8998951	mobile	94575
ldinos@kan-code.com	apartment	5	4	1474	227	8483858	mobile	57235
ldiscipio@silis.com	apartment	2	5	1870	963	0854967	mobile	31791
ldopico@isdom.com	apartment	2	5	1593	412	9015067	home	31727
ldrymon@codehow.com	townhome	1	1	331	235	3499654	mobile	12986
ldrymon@faxquote.com	townhome	2	1	392				08069
ldubaldi@bioholding.com	condominium	4	2	806	532	6147096	mobile	84771
lduenas@streethex.com	house	3	5	1895	555	0129852	mobile	50841
lduenas@toughzap.com	house	1	1	449	858	5722659	home	96770
leanes@treequote.com	house	1	1	409	356	5464565	other	47991
lemard@dambase.com	house	1	0	124	423	2997319	work	98852
lengelberg@iselectrics.com	condominium	2	1	464	086	3860848	work	43123
lestell@sunnamplex.com	house	1	2	888	375	9088926	work	51640
lfeichtner@xx-holding.com	mobile home	1	2	567	143	1541614	mobile	35757
lfeichtner@xx-zobam.com	townhome	1	1	403	874	2493610	mobile	68727
lferencz@rundofase.com	condominium	3	4	1274	131	3619134	mobile	30334
lfern@dalttechnology.com	house	4	1	468	297	1278732	mobile	62652
lferrario@plussunin.com	house	2	2	720	118	0041629	work	29702
lfigeroa@condax.com	apartment	2	1	341	172	0546490	mobile	40512
lfillingim@betatech.com	apartment	2	2	705	491	9334769	work	49650
lfillingim@doncon.com	apartment	4	3	1128	692	4193138	mobile	33056
lfillingim@hottechi.com	townhome	3	4	1114				30098
lfillingim@statholdings.com	townhome	2	2	775	167	2721579	mobile	98833
lfoller@conecom.com	apartment	4	1	358	145	0813259	mobile	48327
lfortino@treequote.com	townhome	5	2	668	962	0201568	work	75187
lfortino@zathunicon.com	townhome	2	2	817	776	3313511	mobile	31745
lfrancescon@donquadtech.com	apartment	1	1	398	198	4001439	mobile	30176
lfrancescon@golddex.com	apartment	10	3	1364	793	9813353	work	38560
lfrankel@funholding.com	house	2	2	760				81120
lfrankel@zathunicon.com	apartment	6	6	2219	498	7034333	mobile	27515
lfredicks@konex.com	house	2	3	907	101	3165986	mobile	68768
lfredicks@scotfind.com	apartment	2	1	362	946	0357574	other	97416
lfrey@newex.com	apartment	3	2	624	420	6747727	mobile	00767
lfritz@betasoloin.com	house	2	3	1145	972	4229164	mobile	37384
lfunnell@groovestreet.com	apartment	1	2	649	870	9023090	work	31404
lfunnell@ontomedia.com	apartment	4	3	874	357	8951744	work	31729
lfunnell@rundofase.com	apartment	1	0	42	547	4813128	mobile	54452
lgabisi@dalttechnology.com	townhome	1	0	32				29333
lgalam@hatfan.com	apartment	4	4	1161	528	0795879	mobile	54421
lgalam@kan-code.com	house	3	2	772	558	0688720	mobile	57640
lgato@bioplex.com	apartment	1	0	41	211	5324210	mobile	76401
lgato@condax.com	apartment	2	4	1080	964	7330728	mobile	08027
lgato@dalttechnology.com	house	2	0	77	136	1679996	home	24859
lgehrett@plussunin.com	apartment	3	2	723	629	3750111	home	93556
lgehrett@rantouch.com	apartment	3	2	1010	826	3872596	home	44617
lgehrett@streethex.com	apartment	3	1	423	389	6742764	work	63378
lgellinger@treequote.com	condominium	2	1	318				79243
lgibes@rantouch.com	house	3	2	548	133	8033459	mobile	97456
lgibes@sonron.com	apartment	4	3	1139	829	1460459	mobile	61955
lgiguere@warephase.com	apartment	5	0	212	371	5986031	work	08853
lgillaspie@condax.com	apartment	1	2	601				54631
lgillaspie@plexzap.com	apartment	2	2	730	274	0874408	mobile	40159
lgillaspie@stanredtax.com	apartment	5	4	1558	360	6933854	mobile	04680
lgleich@toughzap.com	townhome	3	1	320	050	1108480	mobile	77221
lglick@plusstrip.com	apartment	2	1	358	099	2386158	mobile	03036
lgobern@conecom.com	house	2	2	708				39667
lgobern@sunnamplex.com	apartment	2	2	486				61937
lgobern@warephase.com	mobile home	4	2	736	661	8695043	mobile	64166
lgochal@nam-zim.com	townhome	2	1	324	243	5252847	work	07647
lgreenbush@green-plus.com	apartment	1	2	679	247	3303464	work	16822
lgrenet@conecom.com	house	5	2	628	040	9585702	other	31094
lgrenet@scotfind.com	house	6	5	1395	158	4508784	work	34449
lgudroe@dalttechnology.com	apartment	2	3	981	059	8867343	mobile	10923
lgudroe@dontechi.com	townhome	3	1	452	662	8943704	mobile	78768
lgudroe@finhigh.com	apartment	2	3	916	255	6658671	mobile	70655
lgwalthney@groovestreet.com	townhome	2	3	1011	551	4128656	mobile	62254
lhagele@donquadtech.com	condominium	1	1	289	220	2908174	mobile	16680
lhalsey@bioplex.com	house	2	1	455	157	8394680	mobile	74467
lhalsey@statholdings.com	house	3	2	848	993	6391276	work	22938
lhamilton@scotfind.com	apartment	3	3	944	640	9321969	mobile	47975
lhanafan@faxquote.com	apartment	4	2	500	481	9061602	mobile	38146
lhanafan@hatfan.com	house	1	1	409	481	0180282	mobile	53588
lharabedian@streethex.com	apartment	1	2	792	697	3326999	mobile	65024
lharoldson@yearin.com	townhome	4	1	426	725	6956338	mobile	37023
lhauenstein@yearin.com	townhome	1	0	99	212	3773025	home	05142
lhaufler@nam-zim.com	house	3	2	791	234	8881987	mobile	93065
lheimann@dambase.com	house	2	2	737				67142
lheimann@openlane.com	house	4	4	1456	730	5572906	mobile	79092
lheintzman@silis.com	house	4	2	794	223	4064859	mobile	21649
lhellickson@zoomit.com	townhome	2	3	915	729	8291682	mobile	22660
lherritt@gogozoom.com	apartment	2	2	651	432	7728252	mobile	65543
lhiatt@inity.com	house	2	1	356	260	7295244	work	47451
lhirpara@cancity.com	apartment	3	2	809	193	9700769	other	10022
lhirpara@plusstrip.com	townhome	2	2	782	650	1993373	mobile	08526
lhoffis@dalttechnology.com	house	1	0	92	525	9131361	mobile	37640
lhoffis@ganjaflex.com	apartment	4	2	722	020	9728665	work	62031
lhoffis@rantouch.com	house	1	2	815				83119
lhollack@konmatfix.com	house	3	2	678	333	6193153	mobile	01092
lhoneywell@domzoom.com	house	2	2	801	106	0337409	mobile	16121
lhoogland@plusstrip.com	house	1	1	378	833	7323605	mobile	20104
lhoopengardner@rangreen.com	condominium	4	2	585	083	2109556	other	55319
lhudnall@kan-code.com	apartment	4	2	704	713	7405167	mobile	21903
lhudnall@opentech.com	apartment	1	2	737				30248
lhudnall@plussunin.com	house	2	2	685	564	9967087	mobile	00783
linouye@inity.com	house	2	0	95	988	0345242	home	24015
lisaacs@dalttechnology.com	house	1	1	311	144	7265147	mobile	44906
lisaacs@zoomit.com	house	1	0	134				72385
lisenhower@plexzap.com	house	6	4	1141	059	3276441	mobile	00916
lisenhower@scottech.com	apartment	2	2	667				85325
ljeanty@labdrill.com	house	3	3	969	499	5091868	other	48410
ljeanty@scotfind.com	apartment	1	0	52	195	6136543	work	02859
ljuvera@ontomedia.com	house	1	2	667	490	3452582	mobile	94946
lkalafatis@dambase.com	apartment	2	2	658	755	0630308	mobile	64651
lkampa@domzoom.com	mobile home	2	3	1014	166	1417760	mobile	40915
lkampa@konmatfix.com	condominium	2	2	581	113	1630517	other	30122
lkaniecki@j-texon.com	townhome	4	2	573	397	9218787	work	06265
lkaniecki@opentech.com	house	2	2	900	932	8367902	mobile	03038
lkannady@bioholding.com	condominium	2	3	887	271	6498712	mobile	45651
lkannady@lexiqvolax.com	townhome	3	2	554	628	4215399	work	56562
lkardas@toughzap.com	apartment	1	2	869	445	0681730	mobile	79516
lkeener@goodsilron.com	apartment	4	2	917	442	9844609	mobile	03782
lkeetch@plexzap.com	house	4	2	878	619	0581282	mobile	37845
lkiel@stanredtax.com	apartment	2	2	640	549	5066872	mobile	45680
lkippley@iselectrics.com	house	2	0	52	760	9272303	mobile	78210
lkippley@y-corporation.com	apartment	1	1	411	450	8593311	home	54812
lkitty@fasehatice.com	house	2	0	144	466	0421497	mobile	49303
lkitty@plusstrip.com	apartment	5	5	1842	139	9540035	mobile	97493
lkitzman@kinnamplus.com	house	3	2	695				88260
lklang@scotfind.com	apartment	2	4	1211	988	4536441	mobile	52551
lklimek@plussunin.com	apartment	1	1	300	450	2087610	other	50430
lklusman@dambase.com	mobile home	1	3	1011	123	6222020	other	32521
lklusman@rundofase.com	house	1	3	1241	748	2802285	mobile	78117
lklusman@sumace.com	townhome	3	1	400	256	7471909	work	02113
lknipp@iselectrics.com	house	1	1	364	672	8497498	work	53968
lkohl@fasehatice.com	apartment	5	4	915	189	6866666	mobile	79697
lkohnert@doncon.com	house	1	2	641	624	5730700	mobile	43400
lkohnert@kan-code.com	apartment	3	2	764	013	8741048	mobile	31267
lkolmetz@bioholding.com	condominium	2	1	487	424	6545259	work	10514
lkolmetz@scottech.com	house	3	3	1012	031	6692960	mobile	10977
lkoppinger@dontechi.com	apartment	1	0	110	465	3554133	mobile	33477
lkoppinger@mathtouch.com	house	3	6	1811	174	5708394	mobile	44656
lkoppinger@plusstrip.com	condominium	3	2	869	179	0846509	mobile	29204
lkorando@fasehatice.com	condominium	1	2	646	166	9405651	work	93262
lkulzer@rundofase.com	house	1	1	448	847	9342594	mobile	37250
lkusko@scotfind.com	house	3	2	844	660	2378821	mobile	65675
lkusko@xx-holding.com	house	4	0	95				68872
llabreche@rundofase.com	house	4	2	860	192	0187762	mobile	67953
llace@fasehatice.com	house	1	2	748				96061
llace@statholdings.com	townhome	1	1	435				19310
llacovara@hatfan.com	condominium	1	1	318	779	3900930	home	90239
llacovara@rundofase.com	house	2	1	446				78834
llapage@fasehatice.com	house	4	2	606	089	3217814	work	47728
llary@kan-code.com	house	4	2	696	762	8238931	mobile	19607
llawler@dambase.com	house	1	2	733	457	1806214	mobile	97444
llawler@labdrill.com	house	1	3	1234	296	5023218	mobile	76648
llayous@donquadtech.com	house	2	2	944	945	5260912	mobile	12523
lleto@konex.com	house	1	2	653	732	0637205	mobile	49501
llinahan@funholding.com	apartment	2	1	420				29540
llinahan@kinnamplus.com	apartment	2	1	437	571	1978461	mobile	05071
llindall@finhigh.com	townhome	1	1	305	544	6676395	mobile	55346
llindall@ontomedia.com	townhome	3	6	2594	255	2938097	work	49807
lliukko@bioholding.com	townhome	2	2	795	441	3916022	mobile	92372
llizama@faxquote.com	condominium	3	4	1092	524	2950692	mobile	46077
llizama@gogozoom.com	house	2	2	654	749	1867897	mobile	89008
lloader@finjob.com	mobile home	2	1	328	149	2244607	home	94310
llother@opentech.com	house	2	2	552				74741
llother@scotfind.com	apartment	2	1	366	247	8976395	mobile	29378
lluczki@sumace.com	townhome	2	4	837	571	1187049	mobile	49413
llueckenbach@year-job.com	apartment	1	0	73				54232
llukasik@plexzap.com	house	2	3	1274	854	2464911	mobile	00820
llukasik@rantouch.com	house	2	4	1545	071	7414343	mobile	71306
llungren@golddex.com	condominium	1	1	422	251	4317693	home	31771
llungren@sonron.com	townhome	4	2	637	727	2022127	mobile	77643
lmaclead@funholding.com	mobile home	5	2	759	758	7331866	mobile	53032
lmadarang@konex.com	house	7	5	2001	229	4990809	mobile	37071
lmaillard@condax.com	house	1	0	49	775	3156195	mobile	57016
lmaillard@donware.com	apartment	4	2	807	961	1999009	mobile	57272
lmaillard@zathunicon.com	house	5	7	2101				17534
lmalet@j-texon.com	condominium	3	1	448	102	0951970	other	30620
lmallett@zoomit.com	apartment	5	4	1167	256	5425065	mobile	91104
lmalvin@plexzap.com	house	2	1	422				23458
lmanno@xx-zobam.com	apartment	2	2	799	776	9225125	mobile	18763
lmartabano@inity.com	apartment	8	3	1293	364	0185983	mobile	15431
lmastella@rantouch.com	mobile home	3	1	431	872	3040463	mobile	18627
lmatuszak@lexiqvolax.com	condominium	4	4	1534				61037
lmauson@hatfan.com	condominium	4	2	793	582	6794867	mobile	50576
lmaybury@toughzap.com	house	3	1	311				14083
lmaynerich@iselectrics.com	house	2	2	603	421	6844237	mobile	00631
lmcdoniel@dambase.com	condominium	2	3	716	425	9771999	home	66710
lmclaird@funholding.com	house	3	2	809	631	2414751	mobile	10261
lmconnell@y-corporation.com	mobile home	2	5	1576	534	7620391	mobile	33266
lmcrae@yearin.com	townhome	4	3	1139	116	4879521	mobile	53718
lmeisel@j-texon.com	townhome	2	2	685	553	1376555	home	57756
lmeisel@mathtouch.com	house	2	1	432	885	4711108	mobile	20626
lmelnyk@bioplex.com	condominium	4	2	855	811	7674738	work	45125
lmelnyk@zathunicon.com	mobile home	2	3	1174	119	9677567	mobile	60458
lmenter@dontechi.com	apartment	1	3	814	856	5225348	mobile	11042
lmenter@hottechi.com	house	2	5	2070	123	7193505	home	02780
lmenter@y-corporation.com	house	1	1	338	335	3357109	mobile	77257
lmerced@kinnamplus.com	apartment	2	1	388	090	3592984	mobile	19964
lmerced@nam-zim.com	condominium	3	0	68				44010
lmerced@opentech.com	apartment	2	2	804				22947
lmeteer@opentech.com	condominium	3	0	61	425	3859366	mobile	33776
lmiro@zoomit.com	apartment	2	1	435	235	9338716	mobile	13457
lmodzelewski@ron-tech.com	apartment	1	1	343	815	2746065	work	34614
lmodzelewski@sunnamplex.com	house	3	2	807	740	8684597	mobile	31199
lmonarrez@sumace.com	house	2	3	856	357	8168216	mobile	71770
lmonterrubio@isdom.com	house	1	0	35				83127
lmotley@isdom.com	house	2	3	1077	584	8952439	mobile	41339
lmugnolo@hottechi.com	condominium	2	3	1055	068	5084476	work	35404
lmugnolo@mathtouch.com	house	1	1	445	617	0300462	home	93553
lmulqueen@cancity.com	house	1	1	395	185	1518291	work	44450
lmunis@newex.com	apartment	2	4	1351	925	6428947	mobile	35761
lmunns@dambase.com	apartment	1	2	593	419	9629289	home	21634
lmunns@year-job.com	house	2	1	305	541	5398803	home	35575
lmyricks@dalttechnology.com	house	1	0	59	947	7206687	mobile	29667
lmyricks@ganjaflex.com	townhome	6	5	1498	379	6541235	mobile	33702
lmyricks@konmatfix.com	apartment	2	2	648	975	4124885	mobile	75931
lnabours@treequote.com	apartment	2	4	1299	181	2901085	mobile	21094
lnewville@stanredtax.com	house	2	4	1227	785	4728463	mobile	03745
logg@kan-code.com	apartment	4	3	874	679	4316542	home	71105
lohms@kinnamplus.com	house	4	3	1047	437	6172596	work	23968
lohms@scotfind.com	apartment	2	2	737	078	3098947	other	83233
loldroyd@golddex.com	townhome	3	2	853	536	5603616	mobile	49355
lonofrio@lexiqvolax.com	mobile home	1	1	359				01339
lostolaza@rundofase.com	condominium	3	1	463	157	4182437	mobile	57030
lpaa@fasehatice.com	apartment	2	1	420	436	8796145	mobile	64503
lpadilla@donquadtech.com	house	1	1	299	834	5305490	mobile	27313
lpalaia@gogozoom.com	house	2	1	438				06530
lpalaspas@bioholding.com	apartment	2	3	971	884	8380268	mobile	77351
lpalaspas@zoomit.com	apartment	2	2	686	282	1378899	mobile	17720
lparlato@rangreen.com	mobile home	2	3	948	184	6558272	mobile	20338
lparlato@scottech.com	house	2	1	393	142	9696508	mobile	32099
lparlato@y-corporation.com	townhome	2	2	730				78009
lpaskin@dambase.com	apartment	3	2	771	718	4344065	home	60039
lpaulas@codehow.com	apartment	1	1	296	386	7151283	home	38577
lpaulas@isdom.com	house	1	1	339	578	4676267	mobile	18343
lpaulas@yearin.com	apartment	1	1	453	939	1787686	mobile	30132
lpawlowicz@lexiqvolax.com	condominium	1	1	341	062	3244995	work	94151
lpawlowicz@xx-holding.com	townhome	5	4	1299	856	1260776	mobile	54941
lpelkowski@zumgoity.com	house	2	1	346	055	6289801	home	93648
lperez@labdrill.com	house	1	3	1050	736	8155992	work	36013
lpinilla@funholding.com	house	3	2	666				01614
lpolidori@mathtouch.com	house	3	2	812				32602
lpolidori@xx-zobam.com	apartment	4	4	1546	485	0256647	mobile	23055
lpoquette@conecom.com	house	2	4	1507	118	6939724	mobile	28705
lpoquette@j-texon.com	apartment	1	2	924	313	5826328	mobile	46629
lpoquette@xx-zobam.com	apartment	2	2	721				17744
lragel@newex.com	house	2	3	1097	147	2469748	mobile	35015
lrantanen@stanredtax.com	townhome	2	2	799	144	4249449	mobile	20527
lreiber@ron-tech.com	apartment	1	2	785				53226
lreitler@doncon.com	house	3	2	735				73014
lreitler@hatfan.com	house	1	3	990	122	3770834	mobile	61491
lreitler@openlane.com	house	2	3	921				50446
lrentfro@yearin.com	house	1	1	383	518	1750147	mobile	28555
lrhoden@ganjaflex.com	house	1	1	500	141	9624882	mobile	59101
lrim@golddex.com	townhome	2	3	1169	351	0790226	other	02903
lrochin@statholdings.com	apartment	2	1	365	357	6401236	mobile	79512
lrowling@xx-zobam.com	house	2	2	677	234	9361547	mobile	76055
lryser@donware.com	house	7	6	2490				94115
lryser@faxquote.com	condominium	2	2	604	312	6190694	mobile	97469
lsahagun@inity.com	house	2	3	788	136	6779533	mobile	67352
lsahagun@year-job.com	apartment	2	4	1067	767	4923751	mobile	55378
lsama@betatech.com	mobile home	5	4	1201	959	9297982	mobile	74446
lsamara@lexiqvolax.com	townhome	2	1	320	582	9043407	mobile	75247
lsamu@blackzim.com	condominium	3	1	419	424	6778594	mobile	75260
lsarao@hottechi.com	house	2	4	1546	088	4143573	mobile	51357
lsaras@donquadtech.com	house	4	2	689	993	4214742	other	65217
lsaulter@iselectrics.com	apartment	1	1	372	740	4074013	mobile	92120
lsaulter@konmatfix.com	condominium	1	2	686				93438
lsawchuk@opentech.com	house	3	1	283	138	8940066	mobile	98481
lsaylors@singletechno.com	house	4	3	1094	531	1431056	mobile	22611
lschirpke@zencorporation.com	apartment	2	4	1012	725	8942039	other	74824
lschmaltz@finjob.com	house	2	2	524	843	8952011	work	04570
lschmaltz@j-texon.com	house	1	1	390	770	5615930	mobile	16720
lschmaltz@newex.com	apartment	4	2	894	937	1285173	mobile	30368
lscipione@zoomit.com	mobile home	2	3	822	892	1902609	work	02723
lseewald@iselectrics.com	apartment	1	2	536	241	6550332	mobile	21857
lsemidey@xx-holding.com	mobile home	4	1	454	280	6121028	mobile	36320
lsengbusch@streethex.com	apartment	2	1	447				67227
lsergi@openlane.com	condominium	1	0	76	351	2828398	mobile	83468
lshadrick@codehow.com	apartment	3	3	999	167	0381302	home	29037
lshadrick@sunnamplex.com	apartment	5	1	314	626	5179403	mobile	98498
lshields@golddex.com	apartment	4	4	1412	841	8008040	work	43937
lshields@plusstrip.com	townhome	4	0	65	321	1391085	mobile	48117
lshin@codehow.com	house	4	1	415				74421
lsimilton@hottechi.com	apartment	1	1	389				01086
lsimilton@yearin.com	mobile home	2	2	815	060	0078669	mobile	86505
lskulski@plexzap.com	condominium	4	2	832	317	9225279	mobile	46206
lskulski@zotware.com	townhome	4	2	544	730	6807215	other	99648
lskursky@ganjaflex.com	townhome	2	2	544				39163
lskursky@statholdings.com	apartment	2	2	781	199	6863581	other	14004
lslusarski@zotware.com	apartment	4	2	535	940	2018180	work	26296
lspringe@finjob.com	house	1	0	159	440	3131918	mobile	84051
lstaback@gogozoom.com	condominium	2	4	1192	129	0664226	home	22067
lsteffensmeier@ontomedia.com	apartment	5	4	1078	588	1966241	mobile	18335
lstimmel@y-corporation.com	condominium	2	5	1166	796	4299738	home	55411
lstorment@goodsilron.com	house	3	2	843	626	9977473	other	71202
lstorment@konex.com	townhome	4	3	1079				05041
lstrassner@streethex.com	house	6	6	2182	138	3750779	mobile	44003
lsturiale@rundofase.com	house	2	1	297	979	3342005	mobile	40380
lsturiale@scotfind.com	townhome	5	4	1713	935	4851927	work	10082
lsuffield@condax.com	house	5	2	687	664	4028047	other	61344
lswayze@golddex.com	house	2	5	1640	580	1055813	mobile	06904
lsweely@gogozoom.com	apartment	2	1	395	860	5742316	mobile	42516
lsweigard@lexiqvolax.com	apartment	2	2	634	070	1612517	work	40357
lsyrop@betasoloin.com	house	5	0	115				56216
ltagala@donquadtech.com	apartment	4	1	396	185	9180820	mobile	01081
ltheodorov@streethex.com	house	2	2	650	524	2406225	mobile	73949
ltheodorov@year-job.com	condominium	6	8	2306	154	6025724	mobile	71965
lthreets@xx-zobam.com	house	3	3	1053	577	5497731	mobile	54841
ltillotson@j-texon.com	apartment	2	2	701	847	6043972	mobile	46325
ltjepkema@statholdings.com	apartment	5	3	767	524	8951684	mobile	20037
ltoelkes@finhigh.com	house	4	1	520	074	5018088	mobile	74726
ltoelkes@statholdings.com	apartment	2	3	1044	288	8533649	mobile	25912
ltolfree@scotfind.com	house	1	1	385	571	5503205	mobile	38346
ltomasulo@cancity.com	apartment	3	2	575	533	9534702	home	13428
ltomblin@treequote.com	condominium	1	0	121	192	4432949	mobile	64473
ltoyama@hottechi.com	house	2	2	761	654	4080735	mobile	46502
lturinetti@bioplex.com	mobile home	1	1	427	241	4330475	mobile	63882
lupthegrove@mathtouch.com	townhome	1	1	382				11565
luyetake@isdom.com	apartment	3	3	1077				87028
luyetake@konmatfix.com	condominium	2	2	981	525	6645021	mobile	84636
luyetake@statholdings.com	house	2	2	693	115	5145821	mobile	25213
luyetake@xx-holding.com	apartment	3	2	722	561	3896811	work	67103
lvanausdal@ontomedia.com	house	2	1	367	974	7957290	mobile	73154
lvarriano@plusstrip.com	apartment	2	1	474	969	1400151	mobile	56033
lvenere@groovestreet.com	house	2	2	852				23691
lvillanueva@faxquote.com	condominium	2	2	530				94168
lvinning@gogozoom.com	apartment	1	1	442	617	6123031	mobile	19191
lvocelka@plexzap.com	house	5	3	975	598	6417918	mobile	68823
lvocelka@rantouch.com	apartment	1	0	72	945	7673461	mobile	55592
lvocelka@ron-tech.com	house	4	2	686	255	3362212	other	48342
lvocelka@silis.com	house	1	1	334	264	9670454	work	23404
lvonasek@singletechno.com	apartment	2	0	48	654	9981011	mobile	17942
lwalthall@betatech.com	townhome	2	2	546	816	7216616	mobile	62884
lwalthall@condax.com	townhome	1	0	96	753	0020114	mobile	11702
lwalthall@rundofase.com	mobile home	2	1	483	968	8662089	mobile	34741
lwaycott@silis.com	house	1	1	354				41338
lwaycott@singletechno.com	house	5	2	1021				23222
lwaycott@zathunicon.com	house	1	0	85	718	1611912	mobile	83127
lwaymire@plussunin.com	townhome	2	1	368				73844
lweirather@y-corporation.com	apartment	1	1	420	454	4549619	mobile	38759
lwenzinger@hatfan.com	house	2	1	432	135	6080523	mobile	60178
lwesterbeck@finhigh.com	mobile home	1	0	93	914	6237166	mobile	61024
lwesterbeck@streethex.com	house	1	1	370				82201
lwide@green-plus.com	house	1	0	40	682	5949444	mobile	98648
lwieser@dambase.com	townhome	1	1	397	418	4254334	mobile	20374
lwiklund@dontechi.com	house	1	1	352				04852
lwildfong@isdom.com	house	1	2	706	559	6749873	mobile	40363
lwitten@treequote.com	condominium	3	2	709	892	5970714	work	18640
lwolfgramm@inity.com	mobile home	1	2	889	352	6827681	mobile	38045
lwolny@doncon.com	townhome	1	2	574	310	9667292	work	23889
lwolny@newex.com	apartment	6	8	2270				28719
lworlds@sonron.com	house	2	2	821	311	7167886	other	40359
lwrinkles@hottechi.com	house	4	2	666	627	4874067	mobile	30175
lwrinkles@singletechno.com	house	6	3	933	497	8575046	mobile	43547
lwrinkles@toughzap.com	townhome	3	2	649				16475
lyaw@singletechno.com	condominium	3	2	576	781	3749519	mobile	81302
lyglesias@bioholding.com	apartment	1	1	475	394	8118558	home	53703
lyglesias@j-texon.com	apartment	4	3	1110	578	8476112	mobile	26375
lyum@dambase.com	apartment	3	1	404	731	4736670	mobile	27844
lyum@year-job.com	mobile home	2	2	671				03818
lzane@labdrill.com	townhome	1	2	537	726	8184543	mobile	49620
lzepp@finhigh.com	apartment	4	3	1098	235	7730681	other	02652
lzepp@openlane.com	house	1	1	451	342	1378983	mobile	37141
macey@betatech.com	apartment	1	0	55	778	4875414	mobile	81027
macey@ron-tech.com	apartment	4	2	661	242	9088747	work	68410
macuff@xx-holding.com	condominium	2	0	88	653	5793762	home	48170
magramonte@scottech.com	apartment	2	2	843	574	8876687	mobile	72145
malbares@inity.com	mobile home	5	2	677	135	4365857	mobile	06759
mamyot@groovestreet.com	apartment	2	1	489	346	6883369	mobile	25039
maquas@finhigh.com	apartment	3	1	448	632	3633133	mobile	36602
maquas@xx-holding.com	condominium	2	3	987	024	5618657	home	36877
marias@golddex.com	apartment	2	2	814	289	5643924	mobile	22720
mauber@nam-zim.com	house	1	2	746	172	3157122	mobile	48240
mauber@plusstrip.com	townhome	1	1	394	334	4783512	mobile	18703
mbaltimore@gogozoom.com	condominium	2	2	646	758	1807433	mobile	15212
mbartolet@ganjaflex.com	townhome	3	4	1436	770	7990216	mobile	12198
mbartolet@scottech.com	house	2	2	794	249	1046240	mobile	19331
mbartolet@statholdings.com	house	1	2	538	233	5727209	mobile	46552
mbatman@warephase.com	townhome	1	1	383	267	1225644	mobile	44678
mbayless@streethex.com	apartment	6	5	2007				74860
mbeech@bioplex.com	house	4	3	876	127	3824323	work	38941
mbeech@labdrill.com	condominium	2	2	724	991	5726748	work	58852
mbeech@warephase.com	condominium	5	4	1539				81064
mbenimadho@xx-holding.com	house	2	3	1077	219	4133225	mobile	62951
mbennick@isdom.com	townhome	3	2	697				31825
mberganza@ganjaflex.com	condominium	8	0	200	119	1965694	mobile	06409
mberganza@mathtouch.com	house	1	3	678	566	7167762	mobile	65345
mbergesen@hottechi.com	house	5	2	786	012	4817542	mobile	72069
mberlanga@statholdings.com	townhome	3	1	445	194	1990579	mobile	41862
mberray@finjob.com	house	4	2	739	471	2578413	work	40356
mberray@konmatfix.com	apartment	1	2	752	440	0915561	mobile	50623
mberray@zathunicon.com	house	1	1	403	957	9050751	work	23190
mbiddy@groovestreet.com	house	1	1	412	610	2813411	mobile	21631
mbiddy@sonron.com	condominium	1	1	378	926	3463069	mobile	21622
mbolognia@j-texon.com	apartment	1	1	453	043	0147710	work	93286
mbolognia@y-corporation.com	house	1	1	363	383	6078267	mobile	95493
mbolognia@zathunicon.com	apartment	1	0	61	129	3951357	mobile	19143
mbookamer@singletechno.com	house	4	3	1271	197	5112210	mobile	46740
mbookamer@yearin.com	townhome	4	3	970	265	6140686	other	16422
mboord@bioholding.com	apartment	2	1	431				20103
mbowley@hottechi.com	townhome	2	5	1675	142	5381113	home	78539
mbowley@plexzap.com	mobile home	2	2	543				75764
mbrachle@opentech.com	apartment	1	3	1058	488	7898380	mobile	48019
mbrachle@warephase.com	house	1	0	42	443	4525296	mobile	78622
mbrachle@y-corporation.com	apartment	2	0	70	751	2653388	mobile	28693
mbubash@lexiqvolax.com	apartment	1	2	612	754	5645889	mobile	16507
mbutt@kinnamplus.com	townhome	2	2	575				79301
mbutzen@silis.com	condominium	2	1	408	758	9092302	mobile	74137
mcaldarera@donquadtech.com	mobile home	4	2	649	764	9100981	mobile	87505
mcallaro@dambase.com	house	1	1	434	328	4849502	mobile	68844
mcalvaresi@j-texon.com	condominium	4	3	1175	263	8328673	mobile	30809
mcampain@condax.com	house	1	1	442	111	6511218	mobile	23967
mcampain@lexiqvolax.com	apartment	1	1	371	445	3494645	work	75189
mcampain@yearin.com	house	1	0	68	883	3438222	home	10034
mcanlas@ganjaflex.com	house	3	1	465	102	4811583	mobile	44302
