household_email	bathroom_number	sink_count	bidet_count	commode_count	tub_count	shower_count	tub_shower_count	primary_bathroom	bathroom_name
kcartan@y-corporation.com	2	3	0	1	1	1	0	0	
kcastros@rangreen.com	1	2	0	0	1	1	0	0	
kcastros@rangreen.com	2	1	0	1	0	1	0	1	
kcaudy@bioholding.com	1	3	1	1	1	1	0	1	
kcaudy@treequote.com	1	2	0	1					basement
kchavous@konex.com	1	2	0	1	1	0	0	0	
kchesterfield@stanredtax.com	1	1	0	1					
kchui@bioplex.com	1	2	0	1					
kchui@bioplex.com	2	2	0	0					guest
kchui@rantouch.com	1	1	0	1	1	0	0	0	
kchui@rantouch.com	2	1	1	1	0	1	0	0	
kcolaizzo@scotfind.com	1	2	0	1	0	1	1	1	
kcolaizzo@scotfind.com	2	2	1	1	0	0	1	0	
kcryer@donquadtech.com	1	1	0	1					game room
kcryer@donquadtech.com	2	1	0	1					basement
kdarakjy@newex.com	1	2	0	1					
kdarakjy@newex.com	2	1	0	1	0	1	1	1	
kdarakjy@newex.com	3	1	0	1	0	1	0	0	
kdarakjy@xx-zobam.com	1	1	0	1	1	0	1	0	
kdarakjy@xx-zobam.com	2	1	0	1					
kdarakjy@xx-zobam.com	3	1	0	1	1	0	0	1	
kdegonia@domzoom.com	1	1	0	0					
kdegonia@domzoom.com	2	1	0	1	0	1	0	1	
kdelasancha@labdrill.com	1	2	0	1	0	1	0	0	
kdenooyer@goodsilron.com	1	2	0	1					game room
kdhamer@betatech.com	1	1	0	1					guest
kdhamer@betatech.com	2	1	0	1					game room
kdhamer@green-plus.com	1	1	0	1					
kdhamer@scotfind.com	1	1	0	1	0	1	0	1	
kdilello@ganjaflex.com	1	2	0	1	0	1	1	1	
kdilello@ganjaflex.com	2	1	0	1	0	1	1	0	
kdiscipio@rundofase.com	1	1	0	1	0	0	1	1	
kdiscipio@rundofase.com	2	1	0	1					game room
kdopico@stanredtax.com	1	2	0	1					basement
kdorshorst@kan-code.com	1	2	0	1	0	0	1	1	
kdorshorst@rangreen.com	1	1	1	1	1	0	0	0	
kdorshorst@rangreen.com	2	1	1	1	1	0	0	0	
keanes@blackzim.com	1	3	0	1					
keanes@blackzim.com	2	2	1	1	1	0	0	0	
keanes@conecom.com	1	2	0	1	1	0	0	0	
keanes@conecom.com	2	2	0	1	0	0	1	0	
keanes@conecom.com	3	1	0	1	1	0	0	1	
kemigh@finhigh.com	1	1	0	1	0	0	1	0	
kemigh@finhigh.com	2	2	0	1	1	0	1	0	
kemigh@finhigh.com	3	1	0	1					basement
kemigh@finhigh.com	4	2	0	1	0	0	1	0	
kennaco@finhigh.com	1	1	0	1	0	0	1	1	
kfallick@bioplex.com	1	1	1	1	0	1	1	1	
kfallick@bioplex.com	2	2	0	1					
kfallick@lexiqvolax.com	1	1	0	1	1	1	0	0	
kfarrar@ontomedia.com	1	1	0	0	0	1	0	0	
kfarrar@ontomedia.com	2	1	0	1					
kfarrow@kinnamplus.com	1	1	0	1	0	0	1	0	
kfarrow@kinnamplus.com	2	1	1	1	1	1	0	0	
kfarrow@kinnamplus.com	3	2	1	1					
kfeichtner@dalttechnology.com	1	2	1	1	1	0	0	1	
kfeichtner@fasehatice.com	1	1	0	1	1	1	0	0	
kfeichtner@streethex.com	1	3	0	1	0	1	0	0	
kfeichtner@streethex.com	2	1	0	1	1	1	0	0	
kferencz@toughzap.com	1	1	0	1					game room
kferencz@toughzap.com	2	2	0	1					
kferencz@toughzap.com	3	1	1	1	1	1	0	0	
kfern@ontomedia.com	1	1	0	1	0	1	1	1	
kferrario@betatech.com	1	2	0	1	1	0	0	1	
kferrario@betatech.com	2	1	1	1	1	0	0	0	
kfishburne@nam-zim.com	1	1	0	1					basement
kfrancescon@xx-zobam.com	1	2	0	1	1	1	0	0	
kfrankel@goodsilron.com	1	1	0	1	0	0	1	1	
kfrankel@goodsilron.com	2	1	0	1	0	0	1	0	
kgabisi@gogozoom.com	1	1	0	1					basement
kgalam@groovestreet.com	1	1	0	1	0	1	1	1	
kgalam@groovestreet.com	2	1	0	1					basement
kgalam@groovestreet.com	3	1	0	1	1	1	0	0	
kgalam@groovestreet.com	4	1	0	1	1	0	0	0	
kgellinger@openlane.com	1	2	0	1					guest
kgellinger@openlane.com	2	1	0	1	0	0	1	0	
kgibes@hatfan.com	1	1	0	0					game room
kgillaspie@blackzim.com	1	3	1	0					
kgillaspie@blackzim.com	2	1	0	1					game room
kgillaspie@blackzim.com	3	1	0	0					
kgillian@toughzap.com	1	1	0	1	1	0	0	1	
kgillian@toughzap.com	2	1	0	1	0	1	0	0	
kgochal@iselectrics.com	1	1	0	1	0	0	1	1	
kgochal@iselectrics.com	2	1	0	1					powder room
kgood@betatech.com	1	1	0	1	0	1	1	0	
kgood@betatech.com	2	1	0	1					powder room
kgotter@dontechi.com	1	3	0	1	1	0	1	1	
kgotter@lexiqvolax.com	1	1	0	1	1	0	0	0	
kgrenet@statholdings.com	1	2	0	1					basement
kgrenet@statholdings.com	2	1	0	1	1	0	1	0	
khagele@betasoloin.com	1	2	0	1	0	1	0	0	
khagele@betasoloin.com	2	1	0	0	0	1	0	0	
khagele@singletechno.com	1	1	0	1	1	0	1	0	
khagele@singletechno.com	2	1	0	1	1	0	0	1	
khanafan@sunnamplex.com	1	1	1	0	0	1	1	1	
khanafan@zencorporation.com	1	1	1	0	0	1	0	0	
khanafan@zencorporation.com	2	1	1	0					basement
khanafan@zencorporation.com	3	2	0	1					basement
khanafan@zencorporation.com	4	1	0	1	1	0	0	0	
kharoldson@inity.com	1	2	0	1	0	0	1	0	
kharoldson@inity.com	2	2	0	0	0	1	0	0	
kharoldson@inity.com	3	2	1	0					basement
khauenstein@bioplex.com	1	1	0	1					
khauenstein@bioplex.com	2	3	0	1					powder room
khauenstein@sunnamplex.com	1	1	0	1	0	0	1	1	
khengel@green-plus.com	1	1	1	1	0	1	0	0	
khengel@green-plus.com	2	2	0	1	0	0	1	1	
khengel@green-plus.com	3	2	0	1					powder room
khengel@opentech.com	1	2	0	1					game room
kherritt@zoomit.com	1	2	0	1	0	1	0	1	
khidvegi@plussunin.com	1	1	0	1	0	1	0	0	
khidvegi@plussunin.com	2	1	0	1	1	0	0	0	
khidvegi@plussunin.com	3	1	0	1	0	0	1	0	
khidvegi@plussunin.com	4	1	0	1	0	0	1	1	
khidvegi@plussunin.com	5	2	0	1	0	1	1	0	
khoa@lexiqvolax.com	1	1	1	1	0	1	0	0	
khollack@sunnamplex.com	1	1	0	1	1	1	0	0	
khughey@plussunin.com	1	1	0	1	0	1	1	1	
khughey@plussunin.com	2	1	0	1	0	1	0	0	
kinouye@ganjaflex.com	1	1	0	1	0	1	0	0	
kinouye@ganjaflex.com	2	2	0	1					powder room
kisaacs@donware.com	1	1	0	1					basement
kisaacs@donware.com	2	1	0	1					basement
kisaacs@rundofase.com	1	1	1	1	0	1	0	0	
kisaacs@rundofase.com	2	2	0	1					
kisaacs@zotware.com	1	2	0	1	1	1	0	0	
kisaacs@zotware.com	2	1	0	1	0	0	1	1	
kisenhower@isdom.com	1	1	0	1	1	0	0	0	
kisenhower@isdom.com	2	1	0	0					powder room
kjayson@stanredtax.com	1	1	0	1	1	1	0	1	
kjillson@sumace.com	1	1	0	1					
kkalafatis@codehow.com	1	2	0	1	1	0	1	0	
kkalafatis@codehow.com	2	1	0	0					powder room
kkaniecki@betatech.com	1	1	0	1	0	1	0	1	
kkaniecki@zencorporation.com	1	1	0	1	0	0	1	0	
kkannady@sonron.com	1	1	0	0	1	0	0	1	
kkardas@kinnamplus.com	1	1	0	1					
kkardas@kinnamplus.com	2	1	0	1					game room
kkardas@kinnamplus.com	3	1	0	1	1	0	0	1	
kkeetch@ontomedia.com	1	2	0	0	0	0	1	0	
kkeneipp@betatech.com	1	2	0	1					basement
kkippley@zoomit.com	1	1	0	1					
kkippley@zoomit.com	2	1	0	1	0	1	1	0	
kkippley@zoomit.com	3	1	0	1					powder room
kkippley@zoomit.com	4	1	1	0					game room
kkitty@groovestreet.com	1	1	0	0					guest
kkitzman@goodsilron.com	1	1	0	1					guest
kkitzman@goodsilron.com	2	1	1	1	0	1	0	0	
kkitzman@nam-zim.com	1	2	0	0	1	0	0	0	
kknipp@doncon.com	1	1	0	1					basement
kkorando@finjob.com	1	1	1	1	0	1	0	0	
kkorando@finjob.com	2	1	0	1					
kkorando@finjob.com	3	1	0	0	0	0	1	0	
kkownacki@bioholding.com	1	1	0	0					basement
kkownacki@bioholding.com	2	1	0	1	1	0	0	1	
kkusko@singletechno.com	1	1	0	1	0	1	0	0	
kkusko@singletechno.com	2	1	0	1	0	0	1	0	
klayous@sunnamplex.com	1	1	0	0					
klayous@sunnamplex.com	2	1	0	1	1	0	0	0	
kleto@bioholding.com	1	1	1	1	1	0	0	0	
klimmel@plexzap.com	1	2	0	1	1	0	1	0	
klimmel@plexzap.com	2	1	0	1	0	1	0	0	
klindall@treequote.com	1	2	1	1					
kliukko@zoomit.com	1	2	0	0	1	0	0	0	
kliukko@zoomit.com	2	1	0	1					
kloder@treequote.com	1	1	0	1					
kloder@treequote.com	2	2	0	0					powder room
klouissant@finjob.com	1	1	0	0					game room
klouissant@finjob.com	2	1	0	1					
klouissant@finjob.com	3	1	0	1					guest
kluczki@codehow.com	1	1	0	1					powder room
kluczki@codehow.com	2	1	0	1					guest
klungren@isdom.com	1	1	1	1					guest
klungren@isdom.com	2	2	0	1					guest
kmaile@fasehatice.com	1	1	0	1					
kmaile@fasehatice.com	2	1	0	1					
kmalvin@bioplex.com	1	2	0	1	0	1	0	1	
kmalvin@bioplex.com	2	1	1	1	0	0	1	0	
kmartabano@xx-zobam.com	1	1	0	1					guest
kmastella@opentech.com	1	1	0	1	0	1	1	0	
kmatuszak@rantouch.com	1	3	0	1					
kmatuszak@rantouch.com	2	1	0	1	1	0	1	0	
kmcdoniel@funholding.com	1	2	0	1	1	0	0	0	
kmcdoniel@funholding.com	2	2	0	1	1	0	1	1	
kmconnell@toughzap.com	1	1	0	1					
kmconnell@toughzap.com	2	1	0	1	0	0	1	0	
kmconnell@toughzap.com	3	1	1	0	0	0	1	0	
kmconnell@toughzap.com	4	1	0	1	0	1	0	0	
kmconnell@toughzap.com	5	1	0	1	0	1	1	0	
kmconnell@toughzap.com	6	2	1	1	0	0	1	0	
kmconnell@toughzap.com	7	2	0	1	1	0	0	0	
kmconnell@toughzap.com	8	1	0	1	0	0	1	0	
kmconnell@toughzap.com	9	1	0	1	0	1	0	1	
kmenter@funholding.com	1	1	0	1	1	0	1	0	
kmenter@konmatfix.com	1	1	0	0	0	0	1	1	
kmerced@warephase.com	1	1	1	1	0	0	1	0	
kmerced@warephase.com	2	2	0	1	1	0	1	0	
kmeteer@finhigh.com	1	1	0	1					game room
kmeteer@finhigh.com	2	1	1	1					guest
kmirafuentes@plusstrip.com	1	1	0	1	1	0	0	0	
kmirafuentes@silis.com	1	2	0	1					guest
kmiro@blackzim.com	1	1	1	1	0	0	1	0	
kmiro@warephase.com	1	2	0	1	1	1	0	1	
kmiro@warephase.com	2	1	0	1	0	1	0	0	
kmondella@ron-tech.com	1	1	0	1	1	0	0	0	
kmonterrubio@finhigh.com	1	1	0	1	0	0	1	1	
kmonterrubio@zumgoity.com	1	1	1	1	1	0	1	0	
kmontezuma@rantouch.com	1	2	0	0	0	0	1	1	
kmontezuma@rantouch.com	2	2	0	1					
kmotley@goodsilron.com	1	1	0	1	0	1	0	0	
kmotley@silis.com	1	1	0	1	0	0	1	1	
kmoyd@kinnamplus.com	1	1	0	1	1	0	0	1	
kmulqueen@zathunicon.com	1	2	0	1					powder room
kmulqueen@zathunicon.com	2	1	0	0					guest
kmunis@xx-holding.com	1	2	0	0	1	0	0	0	
kmyricks@plexzap.com	1	1	0	1	1	0	0	1	
knabours@donware.com	1	2	0	1	1	0	1	1	
knabours@donware.com	2	1	0	1					game room
knabours@ontomedia.com	1	1	0	1	1	1	0	1	
knestle@xx-zobam.com	1	1	0	1	0	1	0	0	
knicolozakes@stanredtax.com	1	2	1	0					game room
knicolozakes@stanredtax.com	2	1	0	1	0	0	1	0	
knievas@cancity.com	1	1	0	1	0	0	1	1	
knievas@cancity.com	2	3	0	1					guest
knievas@fasehatice.com	1	1	0	1	0	0	1	0	
knievas@fasehatice.com	2	2	0	1	1	0	0	0	
konofrio@finjob.com	1	1	0	1	0	1	0	1	
konofrio@finjob.com	2	1	0	1	0	1	1	0	
konofrio@labdrill.com	1	1	0	1	0	1	0	0	
kpadilla@konex.com	1	1	0	1	1	1	0	0	
kpadilla@konex.com	2	1	0	1	1	0	1	0	
kpadilla@nam-zim.com	1	1	0	0	0	0	1	0	
kpadilla@nam-zim.com	2	1	1	1	0	0	1	0	
kpapasergi@doncon.com	1	2	0	1	0	0	1	0	
kpapasergi@doncon.com	2	2	0	1	0	0	1	0	
kparvis@green-plus.com	1	1	0	1	0	1	0	0	
kparvis@green-plus.com	2	1	1	1	1	0	0	0	
kpatak@hatfan.com	1	1	0	1	1	0	0	1	
kpaulas@dalttechnology.com	1	2	0	1	0	0	1	1	
kpaulas@dalttechnology.com	2	1	0	1	1	0	0	0	
kperez@year-job.com	1	1	0	1					
kradde@streethex.com	1	1	0	1					basement
kradde@streethex.com	2	1	0	1	1	0	0	0	
kreiber@streethex.com	1	1	0	1	1	0	0	1	
kreiber@streethex.com	2	2	0	0	1	0	0	0	
krentfro@betatech.com	1	1	1	0	1	0	0	0	
krhym@conecom.com	1	1	1	1					
krhym@conecom.com	2	2	0	1	0	1	0	0	
krhymes@sonron.com	1	1	0	0					
krhymes@sonron.com	2	1	0	1					
krim@iselectrics.com	1	1	0	1					powder room
krim@iselectrics.com	2	1	0	0					guest
krim@iselectrics.com	3	1	0	1					powder room
krim@nam-zim.com	1	1	0	1	0	1	0	1	
krochin@cancity.com	1	1	0	1	1	0	0	1	
krochin@stanredtax.com	1	1	1	1	1	0	1	0	
krulapaugh@golddex.com	1	1	0	0	0	1	0	0	
ksawchuk@labdrill.com	1	2	0	0	0	0	1	0	
ksawchuk@labdrill.com	2	1	1	1	1	0	0	1	
ksawchuk@scotfind.com	1	2	0	1					basement
ksayaphon@hottechi.com	1	3	0	1	0	1	0	0	
ksayaphon@hottechi.com	2	1	0	1	1	0	0	0	
kschoeneck@singletechno.com	1	1	0	1					guest
kschoeneck@singletechno.com	2	1	1	0	0	1	1	0	
kschoeneck@singletechno.com	3	2	0	1	0	1	0	1	
ksemidey@bioholding.com	1	1	1	1	0	0	1	0	
ksetter@blackzim.com	1	1	0	1	0	1	0	0	
ksetter@blackzim.com	2	1	0	1	0	1	0	0	
kshadrick@xx-holding.com	1	1	1	1	0	0	1	0	
kshin@lexiqvolax.com	1	1	0	1	0	1	0	1	
kshin@lexiqvolax.com	2	2	1	1	0	1	0	0	
kshire@betasoloin.com	1	2	0	1	0	1	0	0	
kshire@betasoloin.com	2	1	0	1	0	1	0	0	
kskulski@j-texon.com	1	1	0	1	1	0	0	1	
kslusarski@labdrill.com	1	2	1	1	0	1	0	0	
kslusarski@labdrill.com	2	1	0	1	0	0	1	1	
kspickerman@plexzap.com	1	2	0	1	0	0	1	0	
kstem@dontechi.com	1	1	0	1					powder room
kstem@dontechi.com	2	1	1	0	0	0	1	0	
kstorment@dontechi.com	1	1	0	0	0	1	0	1	
kstorment@dontechi.com	2	2	1	1	1	0	0	0	
kstorment@dontechi.com	3	1	0	0	1	0	0	0	
kstorment@rundofase.com	1	1	1	1	0	1	1	0	
kstorment@rundofase.com	2	2	0	1	0	1	0	0	
ksyrop@domzoom.com	1	1	0	1	1	0	0	0	
ktagala@bioplex.com	1	1	1	1					game room
ktagala@bioplex.com	2	2	0	1	0	1	1	0	
ktagala@bioplex.com	3	1	0	1					
ktawil@hatfan.com	1	1	1	1					
ktawil@hatfan.com	2	1	0	1					guest
ktawil@hatfan.com	3	1	1	1					basement
ktegarden@zencorporation.com	1	1	0	0					
ktegarden@zencorporation.com	2	1	1	0					game room
kthreets@plussunin.com	1	1	0	0	0	1	0	0	
kthreets@zotware.com	1	2	0	0					game room
kthyberg@kinnamplus.com	1	1	0	0	0	0	1	0	
kthyberg@kinnamplus.com	2	1	0	1					guest
kthyberg@lexiqvolax.com	1	1	0	1					
kthyberg@lexiqvolax.com	2	1	0	1	0	1	0	0	
ktolfree@opentech.com	1	2	0	1	0	0	1	1	
ktolfree@opentech.com	2	2	1	1					
ktoyama@xx-zobam.com	1	2	0	1					game room
ktoyama@xx-zobam.com	2	1	0	1	0	1	0	0	
kupthegrove@fasehatice.com	1	1	0	1					basement
kupthegrove@fasehatice.com	2	3	0	1	1	0	1	0	
kupthegrove@fasehatice.com	3	1	0	1	0	0	1	0	
kupthegrove@green-plus.com	1	2	0	1	0	1	1	0	
kupthegrove@toughzap.com	1	1	0	1	0	0	1	0	
kupthegrove@toughzap.com	2	1	0	1	1	0	0	0	
kuyetake@rantouch.com	1	1	0	0	0	1	1	1	
kvanausdal@zencorporation.com	1	3	0	1					powder room
kvanausdal@zencorporation.com	2	1	0	1					
kvarriano@konex.com	1	1	0	1	0	0	1	0	
kvarriano@konex.com	2	2	0	1					game room
kvarriano@silis.com	1	1	0	1	1	0	0	1	
kvenere@scottech.com	1	1	0	1	1	0	0	0	
kvenere@scottech.com	2	1	1	1	1	0	0	0	
kvizarro@statholdings.com	1	1	0	1	0	0	1	0	
kvizarro@statholdings.com	2	1	0	1					guest
kvocelka@mathtouch.com	1	1	0	0					
kwalthall@singletechno.com	1	1	0	1	0	1	0	0	
kwaymire@green-plus.com	1	2	0	0	1	0	0	1	
kweight@blackzim.com	1	1	0	1	0	0	1	0	
kwenner@green-plus.com	1	2	0	1	1	1	0	0	
kwenner@green-plus.com	2	2	0	1	0	1	1	0	
kwenner@rangreen.com	1	1	0	0					game room
kwenzinger@silis.com	1	2	1	1					
kwenzinger@silis.com	2	3	0	1					
kwhobrey@y-corporation.com	1	1	0	1	0	0	1	1	
kwolny@rundofase.com	1	1	1	0	0	0	1	0	
kworlds@lexiqvolax.com	1	1	0	1	0	1	1	0	
kwrinkles@doncon.com	1	1	0	1					powder room
kwrinkles@doncon.com	2	1	0	1	0	1	0	0	
kyglesias@zumgoity.com	1	1	0	1	1	0	1	1	
kyglesias@zumgoity.com	2	2	0	1	1	0	0	0	
kyori@stanredtax.com	1	2	0	1	0	0	1	0	
kyori@stanredtax.com	2	1	1	1					powder room
kyori@zoomit.com	1	2	0	0					guest
kyori@zoomit.com	2	1	0	0	1	0	0	1	
kyum@konmatfix.com	1	1	1	1	0	1	0	0	
kyum@konmatfix.com	2	3	0	1					basement
kyum@konmatfix.com	3	1	0	1					basement
kzane@hatfan.com	1	2	1	1					basement
lacey@rangreen.com	1	1	0	1	0	1	1	0	
lacey@ron-tech.com	1	1	0	1	0	1	0	0	
lacey@ron-tech.com	2	1	0	1	0	1	0	0	
lacey@zumgoity.com	1	1	0	1	0	1	1	0	
lacey@zumgoity.com	2	1	0	1	0	1	0	1	
lagramonte@openlane.com	1	1	0	1					guest
lamyot@domzoom.com	1	1	0	1	1	0	1	1	
lamyot@domzoom.com	2	3	0	1					game room
langalich@finhigh.com	1	1	0	1					basement
langalich@finhigh.com	2	1	0	0	0	1	1	1	
langalich@gogozoom.com	1	2	0	0	1	0	1	1	
langalich@gogozoom.com	2	2	0	1	1	0	0	0	
langalich@iselectrics.com	1	1	0	0					
langalich@streethex.com	1	2	0	1	0	1	0	0	
lankeny@blackzim.com	1	1	0	1	1	0	1	1	
lankeny@blackzim.com	2	1	0	1	1	0	0	0	
lankeny@hottechi.com	1	1	0	1	0	1	1	0	
lankeny@hottechi.com	2	1	0	1					game room
lankeny@hottechi.com	3	1	0	0	0	0	1	0	
lankeny@labdrill.com	1	1	0	1	1	0	0	0	
laquas@blackzim.com	1	1	0	0	1	1	0	0	
larceo@fasehatice.com	1	1	0	0	1	1	0	0	
laredondo@donquadtech.com	1	1	0	1	0	0	1	0	
laredondo@openlane.com	1	1	0	1	1	0	0	1	
laredondo@openlane.com	2	3	0	1					game room
laredondo@zathunicon.com	1	1	0	1	1	0	1	1	
laredondo@zathunicon.com	2	1	0	1					guest
lasar@fasehatice.com	1	1	0	1					basement
lasar@fasehatice.com	2	1	1	1	1	0	1	0	
lasar@faxquote.com	1	1	0	1	1	0	1	0	
lasar@faxquote.com	2	1	1	1	1	0	1	1	
lasar@sumace.com	1	2	0	1	0	0	1	1	
lauber@finjob.com	1	1	0	1	0	1	0	0	
lauber@finjob.com	2	1	0	1	0	0	1	1	
lauber@rundofase.com	1	2	0	1	1	0	0	1	
lauber@rundofase.com	2	3	1	1	1	0	0	0	
lauffrey@scotfind.com	1	2	1	1	1	0	0	0	
lauffrey@scotfind.com	2	1	0	1	0	1	1	0	
lbachman@iselectrics.com	1	2	0	1					powder room
lbachman@iselectrics.com	2	1	1	1					guest
lbachman@zencorporation.com	1	3	0	1	0	1	0	0	
lbachman@zencorporation.com	2	1	0	1	1	0	0	1	
lbaltimore@hottechi.com	1	1	0	1	0	1	1	0	
lbaltimore@hottechi.com	2	1	0	1					
lbaltimore@hottechi.com	3	1	0	1	1	0	0	0	
lbaltimore@hottechi.com	4	2	0	1	1	0	1	0	
lbaltimore@rangreen.com	1	2	0	1					
lbaltimore@rangreen.com	2	1	0	1					guest
lbaltimore@rangreen.com	3	2	0	1	0	1	0	1	
lbarfield@kinnamplus.com	1	2	0	1	1	1	0	1	
lbarfield@kinnamplus.com	2	1	1	1					
lbarfield@sumace.com	1	1	0	1					powder room
lbartolet@condax.com	1	1	1	1					
lbartolet@condax.com	2	1	0	1	1	0	0	0	
lbartolet@faxquote.com	1	1	1	1	1	0	0	1	
lbartolet@groovestreet.com	1	2	0	1	0	1	1	0	
lbartolet@zotware.com	1	3	0	0	1	1	0	1	
lbartolet@zotware.com	2	1	0	1	1	0	0	0	
lbatman@finhigh.com	1	1	0	1	0	0	1	1	
lbatman@lexiqvolax.com	1	2	0	1	0	1	1	1	
lbatman@lexiqvolax.com	2	1	1	0					guest
lbeech@dambase.com	1	1	0	1	1	0	1	1	
lbeech@zoomit.com	1	1	1	1	0	1	1	1	
lbeech@zoomit.com	2	1	0	1	0	0	1	0	
lbeech@zoomit.com	3	1	1	1	1	0	0	0	
lbenimadho@gogozoom.com	1	3	1	1	0	1	0	1	
lbenimadho@gogozoom.com	2	1	0	1	0	0	1	0	
lbennick@konex.com	1	1	0	1					game room
lbennick@konex.com	2	1	1	0	0	0	1	0	
lbennick@singletechno.com	1	1	0	1	1	1	0	0	
lberganza@donware.com	1	1	0	1	0	1	0	0	
lberlanga@kan-code.com	1	2	0	1	0	0	1	1	
lberlanga@kan-code.com	2	1	0	1	0	1	1	0	
lberray@plussunin.com	1	2	0	1	1	0	0	0	
lbirkner@konex.com	1	2	1	1					
lbitsuie@doncon.com	1	1	0	1	1	0	1	0	
lbitsuie@doncon.com	2	1	0	1	0	1	1	1	
lbitsuie@doncon.com	3	1	0	0					powder room
lblackwood@faxquote.com	1	1	0	1	1	1	0	0	
lbolognia@funholding.com	1	1	0	1					guest
lbolognia@hatfan.com	1	1	0	1	1	1	0	0	
lbolognia@streethex.com	1	1	0	1					game room
lbookamer@opentech.com	1	1	0	1	0	0	1	1	
lborgman@kan-code.com	1	2	0	1	1	0	0	1	
lborgman@kan-code.com	2	1	0	1	0	1	0	0	
lbourbon@konex.com	1	2	0	0	0	0	1	1	
lbourbon@scottech.com	1	1	0	1	0	0	1	0	
lbourbon@xx-holding.com	1	1	1	1	0	1	0	1	
lbourbon@xx-holding.com	2	2	1	1	0	0	1	0	
lbourbon@xx-holding.com	3	2	0	1	1	1	0	0	
lbowley@dambase.com	1	1	0	1	1	0	0	0	
lbowley@dambase.com	2	1	0	1					game room
lbowley@dambase.com	3	1	1	1	0	1	0	1	
lbowley@toughzap.com	1	1	0	1	1	1	0	0	
lbowley@toughzap.com	2	1	0	1	1	1	0	1	
lbrachle@goodsilron.com	1	1	0	0					basement
lbrachle@goodsilron.com	2	1	0	0					guest
lbreland@ganjaflex.com	1	1	0	1					game room
lbriddick@gogozoom.com	1	1	0	0					
lbriddick@gogozoom.com	2	2	0	1	0	1	0	1	
lbriddick@ontomedia.com	1	1	0	1	0	1	0	0	
lbriddick@sonron.com	1	2	0	1	0	1	0	0	
lbrucato@blackzim.com	1	1	0	1	1	0	1	0	
lbrucato@blackzim.com	2	1	0	1					
lbrucato@xx-holding.com	1	2	0	1					
lbruschke@green-plus.com	1	2	1	1	1	0	0	1	
lbruschke@zoomit.com	1	3	0	1					powder room
lbubash@scotfind.com	1	1	1	1	1	0	0	0	
lbubash@scotfind.com	2	1	0	1					powder room
lburnard@codehow.com	1	1	0	0	1	1	0	0	
lburnard@codehow.com	2	1	1	1	0	1	0	1	
lbutzen@opentech.com	1	1	0	1	0	1	0	1	
lbutzen@opentech.com	2	1	0	1	1	1	0	0	
lbuvens@betatech.com	1	1	0	0	1	1	0	0	
lbuvens@betatech.com	2	1	0	1	0	0	1	1	
lbuvens@betatech.com	3	3	0	1					basement
lbuvens@ontomedia.com	1	1	0	1	0	1	0	0	
lbuvens@ontomedia.com	2	1	0	1	1	0	0	0	
lbuzick@plexzap.com	1	2	0	1	1	0	1	1	
lbuzick@rundofase.com	1	1	0	1	1	0	0	0	
lbuzick@rundofase.com	2	2	0	1					basement
lbuzick@sunnamplex.com	1	1	0	1					guest
lbuzick@sunnamplex.com	2	1	0	1	1	0	0	0	
lcallaro@singletechno.com	1	2	1	0					basement
lcalvaresi@konex.com	1	1	0	1					
lcalvaresi@plussunin.com	1	2	0	0	0	0	1	0	
lcandlish@goodsilron.com	1	1	0	1	0	0	1	0	
lcandlish@goodsilron.com	2	2	1	1					guest
lcanlas@condax.com	1	1	0	0	1	0	0	1	
lcartan@golddex.com	1	1	0	1					basement
lcartan@stanredtax.com	1	3	1	1					game room
lcentini@betasoloin.com	1	1	0	0					
lcentini@betasoloin.com	2	1	0	1	0	0	1	0	
lchaffins@year-job.com	1	1	1	1	0	0	1	1	
lchaffins@year-job.com	2	1	0	1	0	1	0	0	
lchesterfield@mathtouch.com	1	2	1	1	1	0	0	0	
lchesterfield@mathtouch.com	2	1	0	1					
lchesterfield@rangreen.com	1	1	0	1	1	0	0	1	
lchickering@ontomedia.com	1	1	0	1	0	0	1	1	
lchui@zencorporation.com	1	2	0	1					
lclaucherty@funholding.com	1	1	0	1	0	1	0	1	
lcloney@stanredtax.com	1	1	0	1					game room
lcloney@toughzap.com	1	1	0	1	0	0	1	1	
lcloney@toughzap.com	2	1	0	1	0	0	1	0	
lcomnick@cancity.com	1	2	0	1	1	0	0	0	
lcomnick@plexzap.com	1	1	0	1	0	0	1	0	
lcomnick@plexzap.com	2	3	0	1					basement
lcomnick@plexzap.com	3	1	1	1					basement
lcoody@golddex.com	1	1	1	1	1	1	0	0	
lcoody@hottechi.com	1	1	0	1					guest
lcoody@hottechi.com	2	3	0	1	1	0	0	1	
lcoody@scotfind.com	1	2	0	1					basement
lcookey@donquadtech.com	1	1	0	1					
lcookey@donquadtech.com	2	1	0	1					basement
lcookey@donquadtech.com	3	2	0	1					guest
lcookey@donquadtech.com	4	1	0	1	1	0	1	0	
lcookey@donware.com	1	1	0	1					powder room
lcookey@donware.com	2	2	0	1					powder room
lcookey@donware.com	3	2	0	1					guest
lcookey@treequote.com	1	1	0	1	0	1	0	0	
lcorrio@inity.com	1	1	0	1	0	1	0	0	
lcorrio@inity.com	2	1	0	1	0	0	1	0	
lcorrio@rundofase.com	1	1	0	1					guest
lcorrio@rundofase.com	2	3	0	1	0	1	1	0	
lcorrio@rundofase.com	3	1	0	1					guest
lcorrio@singletechno.com	1	1	0	1	0	0	1	0	
lcorrio@singletechno.com	2	2	0	1					
